left_child,right_child,distance,size
33315.0,52674.0,0.0,3.0
33314.0,58498.0,0.0,4.0
33313.0,58478.0,0.0,8.0
33310.0,58500.0,0.0,9.0
35569.0,58476.0,0.0,4.0
35583.0,52428.0,0.0,3.0
33307.0,58499.0,0.0,5.0
33305.0,33306.0,0.0,2.0
33301.0,58496.0,0.0,10.0
33300.0,58506.0,0.0,11.0
33298.0,54556.0,0.0,11.0
33297.0,58489.0,0.0,5.0
33296.0,33295.0,0.0,2.0
33294.0,58510.0,0.0,3.0
33292.0,58497.0,0.0,6.0
33318.0,58501.0,0.0,10.0
35178.0,58374.0,0.0,14.0
56383.0,24273.0,0.0,3.0
35507.0,58220.0,0.0,8.0
33540.0,22961.0,0.0,2.0
33539.0,22973.0,0.0,2.0
33538.0,58518.0,0.0,3.0
33537.0,58519.0,0.0,4.0
33536.0,58520.0,0.0,5.0
33528.0,33541.0,0.0,2.0
33542.0,58522.0,0.0,3.0
33524.0,33522.0,0.0,2.0
35396.0,25711.0,0.0,2.0
33512.0,22953.0,0.0,2.0
33510.0,58517.0,0.0,3.0
35397.0,58525.0,0.0,3.0
33507.0,58526.0,0.0,3.0
33506.0,58527.0,0.0,4.0
33523.0,58524.0,0.0,3.0
33543.0,22977.0,0.0,2.0
33544.0,22990.0,0.0,2.0
35393.0,58406.0,0.0,6.0
35382.0,58442.0,0.0,19.0
35384.0,58438.0,0.0,8.0
35386.0,58534.0,0.0,7.0
35391.0,58426.0,0.0,40.0
33568.0,57111.0,0.0,3.0
33567.0,23015.0,0.0,2.0
33564.0,22994.0,0.0,2.0
35392.0,54601.0,0.0,5.0
33560.0,58532.0,0.0,3.0
33555.0,58541.0,0.0,3.0
33554.0,58533.0,0.0,3.0
33553.0,58545.0,0.0,4.0
33552.0,58546.0,0.0,5.0
33551.0,58547.0,0.0,6.0
33550.0,58544.0,0.0,4.0
33505.0,58530.0,0.0,5.0
35523.0,58477.0,0.0,4.0
33504.0,58550.0,0.0,6.0
33500.0,58552.0,0.0,7.0
33445.0,56025.0,0.0,3.0
35448.0,55336.0,0.0,3.0
33437.0,56170.0,0.0,3.0
35477.0,57768.0,0.0,13.0
33420.0,33412.0,0.0,2.0
35484.0,58535.0,0.0,20.0
35444.0,58179.0,0.0,31.0
35485.0,58559.0,0.0,21.0
35488.0,35489.0,0.0,2.0
35501.0,58394.0,0.0,5.0
35502.0,58563.0,0.0,6.0
35503.0,58564.0,0.0,7.0
35506.0,58516.0,0.0,9.0
33402.0,1069.0,0.0,2.0
54861.0,35486.0,0.0,3.0
35437.0,58410.0,0.0,5.0
35434.0,27503.0,0.0,2.0
35432.0,58439.0,0.0,17.0
33499.0,58529.0,0.0,4.0
33496.0,1111.0,0.0,2.0
33494.0,22989.0,0.0,2.0
33493.0,57112.0,0.0,3.0
33492.0,56444.0,0.0,8.0
33489.0,58539.0,0.0,4.0
33487.0,58419.0,0.0,10.0
35403.0,58561.0,0.0,22.0
35408.0,58456.0,0.0,5.0
35414.0,58537.0,0.0,8.0
35418.0,58579.0,0.0,23.0
35419.0,58582.0,0.0,24.0
35420.0,58557.0,0.0,14.0
35424.0,26166.0,0.0,2.0
35429.0,58581.0,0.0,9.0
33502.0,58572.0,0.0,5.0
35176.0,57553.0,0.0,4.0
35175.0,57011.0,0.0,8.0
35170.0,58203.0,0.0,5.0
57720.0,58067.0,0.0,9.0
34399.0,34385.0,0.0,2.0
34773.0,57888.0,0.0,18.0
34392.0,58473.0,0.0,9.0
34776.0,58445.0,0.0,4.0
34779.0,40039.0,0.0,2.0
34410.0,54222.0,0.0,5.0
34387.0,58592.0,0.0,3.0
34384.0,58469.0,0.0,5.0
34383.0,58598.0,0.0,4.0
34783.0,34782.0,0.0,2.0
34379.0,34619.0,0.0,2.0
34787.0,55893.0,0.0,5.0
34373.0,58254.0,0.0,58.0
34386.0,52810.0,0.0,5.0
34424.0,58597.0,0.0,6.0
34744.0,55879.0,0.0,6.0
34441.0,58536.0,0.0,9.0
57793.0,57578.0,0.0,5.0
34469.0,58032.0,0.0,3.0
34736.0,58423.0,0.0,5.0
34737.0,58611.0,0.0,6.0
34457.0,58608.0,0.0,10.0
34456.0,55051.0,0.0,4.0
34454.0,54709.0,0.0,5.0
34453.0,56460.0,0.0,3.0
34452.0,32251.0,0.0,2.0
34738.0,57796.0,0.0,7.0
34739.0,58618.0,0.0,8.0
34447.0,2036.0,0.0,2.0
34446.0,58620.0,0.0,3.0
34443.0,55447.0,0.0,4.0
34442.0,58613.0,0.0,11.0
34788.0,57166.0,0.0,5.0
34473.0,58049.0,0.0,38.0
34789.0,58601.0,0.0,3.0
34365.0,58600.0,0.0,5.0
34803.0,58619.0,0.0,9.0
34318.0,58604.0,0.0,59.0
34317.0,58629.0,0.0,60.0
34316.0,58630.0,0.0,61.0
34804.0,58628.0,0.0,10.0
34314.0,58631.0,0.0,62.0
34324.0,58605.0,0.0,6.0
34313.0,58633.0,0.0,63.0
34806.0,55216.0,0.0,6.0
34807.0,58636.0,0.0,7.0
34808.0,58503.0,0.0,4.0
34809.0,11273.0,0.0,2.0
34810.0,58639.0,0.0,3.0
34298.0,56009.0,0.0,3.0
34312.0,56164.0,0.0,4.0
34325.0,58634.0,0.0,7.0
34327.0,58643.0,0.0,8.0
34334.0,58226.0,0.0,12.0
34792.0,58603.0,0.0,6.0
34793.0,54352.0,0.0,3.0
34359.0,58645.0,0.0,13.0
34798.0,58596.0,0.0,3.0
34357.0,58644.0,0.0,9.0
34354.0,58227.0,0.0,9.0
34352.0,34348.0,0.0,2.0
34349.0,55432.0,0.0,3.0
34347.0,58650.0,0.0,10.0
34346.0,58599.0,0.0,6.0
34344.0,58652.0,0.0,3.0
34342.0,58651.0,0.0,10.0
34800.0,58647.0,0.0,4.0
34340.0,58654.0,0.0,11.0
34801.0,58658.0,0.0,5.0
34790.0,53228.0,0.0,5.0
34297.0,6142.0,0.0,2.0
34474.0,58625.0,0.0,39.0
34732.0,57698.0,0.0,7.0
34611.0,58655.0,0.0,7.0
34610.0,34613.0,0.0,2.0
34609.0,58666.0,0.0,3.0
34608.0,58667.0,0.0,4.0
34607.0,58653.0,0.0,4.0
34606.0,58665.0,0.0,8.0
34665.0,34656.0,0.0,2.0
56960.0,58648.0,0.0,19.0
34593.0,58617.0,0.0,3.0
34693.0,57016.0,0.0,5.0
34584.0,34491.0,0.0,2.0
34583.0,58675.0,0.0,3.0
34582.0,58676.0,0.0,4.0
34578.0,11066.0,0.0,2.0
34675.0,48141.0,0.0,2.0
34615.0,58668.0,0.0,5.0
56203.0,58669.0,0.0,25.0
34617.0,58642.0,0.0,5.0
34653.0,58671.0,0.0,3.0
34642.0,34643.0,0.0,2.0
34641.0,58684.0,0.0,3.0
34640.0,58685.0,0.0,4.0
34639.0,58686.0,0.0,5.0
34658.0,34655.0,0.0,2.0
34659.0,58688.0,0.0,3.0
34629.0,58681.0,0.0,26.0
34660.0,58683.0,0.0,4.0
34661.0,58691.0,0.0,5.0
34626.0,58682.0,0.0,6.0
34625.0,58680.0,0.0,6.0
34624.0,58694.0,0.0,7.0
34662.0,58689.0,0.0,4.0
34664.0,58692.0,0.0,6.0
34577.0,58678.0,0.0,3.0
34476.0,57946.0,0.0,12.0
34576.0,55860.0,0.0,3.0
34571.0,48916.0,0.0,2.0
34510.0,57979.0,0.0,10.0
34509.0,57513.0,0.0,3.0
34508.0,58703.0,0.0,4.0
34507.0,58663.0,0.0,40.0
34506.0,58705.0,0.0,41.0
34504.0,34505.0,0.0,2.0
34720.0,58435.0,0.0,10.0
34501.0,34500.0,0.0,2.0
34490.0,55883.0,0.0,7.0
34486.0,56315.0,0.0,10.0
34726.0,58664.0,0.0,8.0
34731.0,58712.0,0.0,9.0
34481.0,58707.0,0.0,3.0
34480.0,58714.0,0.0,4.0
34725.0,58713.0,0.0,10.0
34517.0,58709.0,0.0,3.0
34518.0,58717.0,0.0,4.0
34718.0,58147.0,0.0,3.0
34570.0,58701.0,0.0,3.0
34700.0,58209.0,0.0,6.0
34559.0,26048.0,0.0,2.0
34558.0,26120.0,0.0,2.0
34557.0,58723.0,0.0,3.0
34553.0,58706.0,0.0,42.0
34551.0,58722.0,0.0,3.0
34550.0,34515.0,0.0,2.0
34549.0,58725.0,0.0,43.0
34548.0,58728.0,0.0,44.0
34544.0,58727.0,0.0,3.0
34708.0,35090.0,0.0,2.0
56331.0,47475.0,0.0,4.0
34524.0,58730.0,0.0,4.0
34523.0,57864.0,0.0,4.0
34572.0,58700.0,0.0,4.0
33246.0,58493.0,0.0,4.0
34812.0,58637.0,0.0,8.0
54864.0,57787.0,0.0,6.0
34985.0,34981.0,0.0,2.0
34988.0,58739.0,0.0,3.0
54520.0,15893.0,0.0,5.0
34990.0,58740.0,0.0,4.0
35013.0,53104.0,0.0,3.0
35041.0,36245.0,0.0,2.0
34978.0,58219.0,0.0,26.0
35051.0,35052.0,0.0,2.0
35061.0,56524.0,0.0,3.0
35064.0,58538.0,0.0,41.0
35065.0,58748.0,0.0,42.0
35068.0,56920.0,0.0,4.0
35070.0,58589.0,0.0,9.0
35072.0,58623.0,0.0,12.0
35053.0,58746.0,0.0,3.0
34055.0,57566.0,0.0,4.0
34057.0,58754.0,0.0,5.0
34947.0,34943.0,0.0,2.0
34126.0,54386.0,0.0,3.0
34116.0,58389.0,0.0,4.0
34114.0,34115.0,0.0,2.0
34113.0,58759.0,0.0,3.0
34109.0,58507.0,0.0,12.0
34900.0,58745.0,0.0,27.0
34901.0,58762.0,0.0,28.0
34101.0,57934.0,0.0,7.0
34100.0,58744.0,0.0,3.0
34939.0,8292.0,0.0,2.0
34940.0,8293.0,0.0,2.0
34941.0,58767.0,0.0,3.0
34944.0,58756.0,0.0,3.0
34945.0,58769.0,0.0,4.0
34946.0,58770.0,0.0,5.0
35073.0,58752.0,0.0,13.0
34878.0,55815.0,0.0,3.0
35075.0,58612.0,0.0,7.0
35083.0,58774.0,0.0,8.0
35119.0,35099.0,0.0,2.0
35120.0,58776.0,0.0,3.0
35121.0,58586.0,0.0,10.0
35122.0,58778.0,0.0,11.0
35131.0,58401.0,0.0,4.0
35149.0,52716.0,0.0,3.0
33948.0,53950.0,0.0,3.0
35150.0,58781.0,0.0,4.0
35152.0,58400.0,0.0,7.0
35153.0,58784.0,0.0,8.0
55569.0,35160.0,0.0,4.0
35163.0,58785.0,0.0,9.0
35164.0,58787.0,0.0,10.0
35169.0,58590.0,0.0,6.0
35151.0,58788.0,0.0,11.0
35116.0,58779.0,0.0,12.0
33952.0,33955.0,0.0,2.0
33953.0,58577.0,0.0,5.0
33989.0,33725.0,0.0,2.0
35091.0,58731.0,0.0,3.0
33980.0,12326.0,0.0,2.0
33978.0,58403.0,0.0,3.0
35105.0,35106.0,0.0,2.0
35109.0,58353.0,0.0,4.0
35110.0,58799.0,0.0,5.0
35111.0,58514.0,0.0,15.0
35112.0,58801.0,0.0,16.0
35113.0,58798.0,0.0,3.0
35114.0,58803.0,0.0,4.0
33958.0,57579.0,0.0,3.0
33957.0,58805.0,0.0,4.0
33956.0,58573.0,0.0,3.0
33954.0,58792.0,0.0,3.0
35082.0,58775.0,0.0,9.0
34285.0,58809.0,0.0,10.0
34129.0,58810.0,0.0,11.0
34132.0,58749.0,0.0,43.0
34250.0,19887.0,0.0,2.0
34249.0,58813.0,0.0,3.0
34248.0,57266.0,0.0,4.0
34247.0,58814.0,0.0,4.0
34820.0,58661.0,0.0,6.0
34240.0,54547.0,0.0,4.0
34251.0,54944.0,0.0,5.0
34239.0,58818.0,0.0,5.0
34827.0,58660.0,0.0,6.0
34232.0,58674.0,0.0,6.0
34829.0,58160.0,0.0,7.0
34227.0,57829.0,0.0,9.0
34226.0,27448.0,0.0,2.0
34219.0,58397.0,0.0,5.0
34826.0,58737.0,0.0,9.0
34252.0,58819.0,0.0,6.0
34818.0,58821.0,0.0,7.0
34257.0,58486.0,0.0,12.0
34283.0,58738.0,0.0,7.0
34813.0,58827.0,0.0,10.0
34277.0,58823.0,0.0,8.0
34276.0,58833.0,0.0,9.0
34273.0,58834.0,0.0,10.0
34272.0,58835.0,0.0,11.0
34271.0,58221.0,0.0,5.0
34270.0,55475.0,0.0,11.0
34269.0,58838.0,0.0,12.0
34268.0,57804.0,0.0,5.0
34267.0,58840.0,0.0,6.0
34814.0,58832.0,0.0,11.0
34815.0,58842.0,0.0,12.0
34262.0,34261.0,0.0,2.0
34816.0,58829.0,0.0,8.0
34218.0,57611.0,0.0,5.0
34877.0,54966.0,0.0,7.0
34217.0,58846.0,0.0,6.0
34215.0,54689.0,0.0,4.0
34854.0,56470.0,0.0,13.0
34857.0,58494.0,0.0,19.0
34859.0,34863.0,0.0,2.0
34861.0,58811.0,0.0,12.0
34158.0,58615.0,0.0,6.0
34157.0,10206.0,0.0,2.0
34851.0,34853.0,0.0,2.0
34864.0,58852.0,0.0,3.0
34144.0,58244.0,0.0,4.0
34872.0,58845.0,0.0,9.0
34138.0,55240.0,0.0,3.0
34137.0,58860.0,0.0,4.0
34876.0,58761.0,0.0,13.0
34133.0,58108.0,0.0,21.0
34865.0,58772.0,0.0,14.0
34850.0,58595.0,0.0,5.0
34849.0,58865.0,0.0,6.0
34848.0,56833.0,0.0,5.0
34213.0,34214.0,0.0,2.0
34836.0,58337.0,0.0,31.0
34837.0,58869.0,0.0,32.0
34208.0,34203.0,0.0,2.0
34204.0,58871.0,0.0,3.0
34839.0,57850.0,0.0,9.0
34840.0,58638.0,0.0,5.0
34841.0,58874.0,0.0,6.0
34193.0,58849.0,0.0,5.0
34192.0,58876.0,0.0,6.0
34189.0,56094.0,0.0,6.0
34187.0,58649.0,0.0,4.0
34843.0,58851.0,0.0,20.0
34184.0,55612.0,0.0,6.0
34847.0,58867.0,0.0,6.0
34216.0,58877.0,0.0,7.0
35612.0,58795.0,0.0,4.0
33241.0,10479.0,0.0,2.0
56537.0,58885.0,0.0,4.0
32456.0,25451.0,0.0,2.0
32453.0,53315.0,0.0,3.0
32452.0,32697.0,0.0,2.0
32451.0,32352.0,0.0,2.0
35912.0,35838.0,0.0,2.0
32449.0,58889.0,0.0,3.0
32457.0,58887.0,0.0,3.0
32446.0,58893.0,0.0,4.0
32444.0,25483.0,0.0,2.0
32442.0,58888.0,0.0,4.0
32441.0,54684.0,0.0,3.0
32440.0,32553.0,0.0,2.0
32439.0,25650.0,0.0,2.0
32438.0,58894.0,0.0,5.0
32445.0,58900.0,0.0,6.0
32458.0,58892.0,0.0,4.0
32460.0,32192.0,0.0,2.0
32461.0,58902.0,0.0,5.0
32485.0,32615.0,0.0,2.0
32484.0,58896.0,0.0,5.0
32483.0,51366.0,0.0,2.0
35900.0,58891.0,0.0,3.0
35902.0,35876.0,0.0,2.0
32477.0,32604.0,0.0,2.0
35903.0,58909.0,0.0,3.0
35904.0,57504.0,0.0,3.0
32474.0,32473.0,0.0,2.0
35908.0,35987.0,0.0,2.0
32467.0,58906.0,0.0,6.0
32466.0,58903.0,0.0,3.0
32465.0,32777.0,0.0,2.0
32464.0,58915.0,0.0,7.0
32463.0,32471.0,0.0,2.0
32437.0,58901.0,0.0,7.0
32487.0,57771.0,0.0,15.0
32436.0,58920.0,0.0,8.0
32429.0,58922.0,0.0,9.0
35927.0,58908.0,0.0,4.0
32397.0,58921.0,0.0,16.0
32390.0,58919.0,0.0,3.0
32389.0,58904.0,0.0,6.0
32387.0,58910.0,0.0,3.0
35929.0,35906.0,0.0,2.0
32400.0,32469.0,0.0,2.0
32384.0,58916.0,0.0,4.0
32382.0,58928.0,0.0,4.0
32380.0,32560.0,0.0,2.0
35933.0,58929.0,0.0,3.0
32377.0,58932.0,0.0,5.0
32373.0,232.0,0.0,2.0
32372.0,58918.0,0.0,8.0
35930.0,58924.0,0.0,5.0
32403.0,58931.0,0.0,5.0
35924.0,58938.0,0.0,6.0
32408.0,58925.0,0.0,17.0
35914.0,58940.0,0.0,7.0
32427.0,58923.0,0.0,10.0
32425.0,58939.0,0.0,6.0
35916.0,35897.0,0.0,2.0
32421.0,58897.0,0.0,4.0
32419.0,58907.0,0.0,3.0
35919.0,58942.0,0.0,8.0
32417.0,58944.0,0.0,7.0
32415.0,58927.0,0.0,7.0
35921.0,58911.0,0.0,4.0
35922.0,36015.0,0.0,2.0
32412.0,58949.0,0.0,8.0
35923.0,58951.0,0.0,5.0
32410.0,58905.0,0.0,3.0
32409.0,58941.0,0.0,18.0
32435.0,58953.0,0.0,9.0
35938.0,35899.0,0.0,2.0
35896.0,58954.0,0.0,6.0
32490.0,58957.0,0.0,10.0
32588.0,58960.0,0.0,11.0
35859.0,58948.0,0.0,9.0
32585.0,58937.0,0.0,9.0
35860.0,58912.0,0.0,4.0
32583.0,58950.0,0.0,8.0
32582.0,58965.0,0.0,9.0
32589.0,58890.0,0.0,3.0
32581.0,32353.0,0.0,2.0
32577.0,32677.0,0.0,2.0
32575.0,58955.0,0.0,4.0
35861.0,35815.0,0.0,2.0
35865.0,35675.0,0.0,2.0
32568.0,58970.0,0.0,5.0
32567.0,32579.0,0.0,2.0
32580.0,58961.0,0.0,12.0
32590.0,32478.0,0.0,2.0
32591.0,58963.0,0.0,10.0
32593.0,32366.0,0.0,2.0
32624.0,58973.0,0.0,6.0
35835.0,35638.0,0.0,2.0
32621.0,58933.0,0.0,3.0
32619.0,58956.0,0.0,19.0
35837.0,58962.0,0.0,10.0
35840.0,35654.0,0.0,2.0
35842.0,58964.0,0.0,5.0
35843.0,58959.0,0.0,7.0
35844.0,58985.0,0.0,6.0
32611.0,58930.0,0.0,3.0
32605.0,58977.0,0.0,11.0
32601.0,58981.0,0.0,4.0
35849.0,58934.0,0.0,4.0
35851.0,35797.0,0.0,2.0
32595.0,58979.0,0.0,7.0
32565.0,58975.0,0.0,13.0
32489.0,58993.0,0.0,8.0
35867.0,35828.0,0.0,2.0
32559.0,32493.0,0.0,2.0
32520.0,58994.0,0.0,14.0
32518.0,58998.0,0.0,15.0
35883.0,35634.0,0.0,2.0
32514.0,58966.0,0.0,10.0
32512.0,58995.0,0.0,9.0
32511.0,58978.0,0.0,3.0
32521.0,59001.0,0.0,11.0
35887.0,35742.0,0.0,2.0
35891.0,58980.0,0.0,3.0
32499.0,58989.0,0.0,12.0
35892.0,58986.0,0.0,8.0
32497.0,58913.0,0.0,3.0
32495.0,32570.0,0.0,2.0
35894.0,59006.0,0.0,4.0
32507.0,58988.0,0.0,4.0
35882.0,58972.0,0.0,3.0
32523.0,58976.0,0.0,3.0
35879.0,58983.0,0.0,11.0
32557.0,58982.0,0.0,20.0
35869.0,58987.0,0.0,7.0
32555.0,58837.0,0.0,6.0
32554.0,59007.0,0.0,13.0
35871.0,59011.0,0.0,5.0
32547.0,59016.0,0.0,21.0
32545.0,59019.0,0.0,14.0
35874.0,58984.0,0.0,3.0
32537.0,58999.0,0.0,16.0
32536.0,59004.0,0.0,12.0
32535.0,59022.0,0.0,15.0
32532.0,59010.0,0.0,3.0
32531.0,59021.0,0.0,22.0
35878.0,59008.0,0.0,9.0
32529.0,32459.0,0.0,2.0
32563.0,59026.0,0.0,16.0
32625.0,59002.0,0.0,10.0
32370.0,58974.0,0.0,3.0
32368.0,59030.0,0.0,3.0
32155.0,32150.0,0.0,2.0
32152.0,21376.0,0.0,2.0
32151.0,59035.0,0.0,3.0
32149.0,59037.0,0.0,4.0
32147.0,32222.0,0.0,2.0
32144.0,59036.0,0.0,3.0
32157.0,59038.0,0.0,5.0
32139.0,32140.0,0.0,2.0
36100.0,57061.0,0.0,8.0
36101.0,59043.0,0.0,9.0
36102.0,56393.0,0.0,3.0
32122.0,59042.0,0.0,3.0
32121.0,32093.0,0.0,2.0
32113.0,32111.0,0.0,2.0
36095.0,59044.0,0.0,10.0
36088.0,54872.0,0.0,3.0
32160.0,59041.0,0.0,6.0
32163.0,59051.0,0.0,7.0
32194.0,59024.0,0.0,17.0
32193.0,32198.0,0.0,2.0
36067.0,54933.0,0.0,6.0
36069.0,59055.0,0.0,7.0
32188.0,59052.0,0.0,8.0
36071.0,9397.0,0.0,2.0
36076.0,58679.0,0.0,3.0
32182.0,59053.0,0.0,18.0
36078.0,9803.0,0.0,2.0
36079.0,59061.0,0.0,3.0
36080.0,56069.0,0.0,7.0
32176.0,32167.0,0.0,2.0
56060.0,45560.0,0.0,3.0
32168.0,59064.0,0.0,3.0
32164.0,59057.0,0.0,9.0
32110.0,59046.0,0.0,4.0
32195.0,59040.0,0.0,4.0
36149.0,53671.0,0.0,4.0
32083.0,57916.0,0.0,5.0
32024.0,57921.0,0.0,5.0
32023.0,57919.0,0.0,4.0
32022.0,4472.0,0.0,2.0
32018.0,59071.0,0.0,6.0
32017.0,57920.0,0.0,6.0
32016.0,59072.0,0.0,6.0
32025.0,59073.0,0.0,5.0
32015.0,4679.0,0.0,2.0
58765.0,57900.0,0.0,8.0
36308.0,55401.0,0.0,3.0
36365.0,36366.0,0.0,2.0
36367.0,59082.0,0.0,3.0
36369.0,59083.0,0.0,4.0
36371.0,9986.0,0.0,2.0
32011.0,56363.0,0.0,3.0
32027.0,59077.0,0.0,7.0
32028.0,59079.0,0.0,3.0
32029.0,32042.0,0.0,2.0
32082.0,59088.0,0.0,4.0
32081.0,59075.0,0.0,7.0
32080.0,59078.0,0.0,6.0
32079.0,57915.0,0.0,3.0
32074.0,59048.0,0.0,3.0
32073.0,59047.0,0.0,3.0
32059.0,32053.0,0.0,2.0
36202.0,36241.0,0.0,2.0
32044.0,59091.0,0.0,8.0
32041.0,59090.0,0.0,5.0
36207.0,57890.0,0.0,3.0
32037.0,59098.0,0.0,9.0
32036.0,59101.0,0.0,10.0
36215.0,59097.0,0.0,3.0
32030.0,59074.0,0.0,3.0
32094.0,59096.0,0.0,3.0
32369.0,58898.0,0.0,3.0
32196.0,59067.0,0.0,10.0
32201.0,59054.0,0.0,3.0
35957.0,58945.0,0.0,3.0
35962.0,59029.0,0.0,10.0
35963.0,59015.0,0.0,12.0
35964.0,59017.0,0.0,8.0
32306.0,27676.0,0.0,2.0
35966.0,59110.0,0.0,11.0
32323.0,56884.0,0.0,13.0
35972.0,59111.0,0.0,13.0
35974.0,59116.0,0.0,14.0
35978.0,59109.0,0.0,4.0
32292.0,45698.0,0.0,2.0
32290.0,58268.0,0.0,10.0
35988.0,35854.0,0.0,2.0
52872.0,59113.0,0.0,9.0
35973.0,59023.0,0.0,4.0
35956.0,59112.0,0.0,9.0
32325.0,58206.0,0.0,13.0
32326.0,54796.0,0.0,4.0
32367.0,59003.0,0.0,4.0
32363.0,58967.0,0.0,4.0
32359.0,58997.0,0.0,3.0
32356.0,59128.0,0.0,5.0
32355.0,32610.0,0.0,2.0
32354.0,59130.0,0.0,6.0
32349.0,59131.0,0.0,3.0
35942.0,59114.0,0.0,12.0
32345.0,58673.0,0.0,4.0
35947.0,59134.0,0.0,13.0
35948.0,58958.0,0.0,3.0
35951.0,59136.0,0.0,14.0
32335.0,4792.0,0.0,2.0
35952.0,59118.0,0.0,5.0
35954.0,59138.0,0.0,15.0
32287.0,59122.0,0.0,10.0
32199.0,59107.0,0.0,11.0
32286.0,35563.0,0.0,2.0
35992.0,58992.0,0.0,3.0
32248.0,52472.0,0.0,3.0
36008.0,35750.0,0.0,2.0
36010.0,35710.0,0.0,2.0
36011.0,59117.0,0.0,15.0
36013.0,59149.0,0.0,16.0
36018.0,58914.0,0.0,3.0
32249.0,59120.0,0.0,11.0
36029.0,56454.0,0.0,3.0
32228.0,32226.0,0.0,2.0
32227.0,59154.0,0.0,3.0
32214.0,59108.0,0.0,4.0
32210.0,59156.0,0.0,5.0
36066.0,57557.0,0.0,3.0
32202.0,59039.0,0.0,3.0
32229.0,59155.0,0.0,4.0
32255.0,59142.0,0.0,11.0
36003.0,59147.0,0.0,3.0
36002.0,59150.0,0.0,17.0
35993.0,59141.0,0.0,16.0
32279.0,58502.0,0.0,5.0
35995.0,59164.0,0.0,17.0
32275.0,59139.0,0.0,3.0
32274.0,59126.0,0.0,5.0
32273.0,59161.0,0.0,12.0
32271.0,54997.0,0.0,10.0
32269.0,59165.0,0.0,6.0
35997.0,59121.0,0.0,3.0
32267.0,59170.0,0.0,11.0
32265.0,32266.0,0.0,2.0
32264.0,59168.0,0.0,6.0
32263.0,59174.0,0.0,3.0
35998.0,59163.0,0.0,18.0
32259.0,59169.0,0.0,13.0
32283.0,59178.0,0.0,14.0
36373.0,58295.0,0.0,47.0
32626.0,59025.0,0.0,13.0
32628.0,59181.0,0.0,14.0
33024.0,58880.0,0.0,21.0
35688.0,59020.0,0.0,6.0
33022.0,33021.0,0.0,2.0
35690.0,59166.0,0.0,18.0
33017.0,58882.0,0.0,7.0
33016.0,57715.0,0.0,25.0
33026.0,58720.0,0.0,4.0
33012.0,59183.0,0.0,22.0
33010.0,59188.0,0.0,26.0
33008.0,58264.0,0.0,4.0
33003.0,58721.0,0.0,7.0
33002.0,58512.0,0.0,7.0
33001.0,58710.0,0.0,8.0
35692.0,35885.0,0.0,2.0
33011.0,59191.0,0.0,27.0
33027.0,59189.0,0.0,5.0
33030.0,59190.0,0.0,23.0
35687.0,59000.0,0.0,3.0
33056.0,59199.0,0.0,24.0
33052.0,58677.0,0.0,5.0
33051.0,58571.0,0.0,18.0
54517.0,59194.0,0.0,14.0
33048.0,33049.0,0.0,2.0
33047.0,59205.0,0.0,3.0
35682.0,59186.0,0.0,19.0
33044.0,59204.0,0.0,15.0
33040.0,58878.0,0.0,7.0
33038.0,55578.0,0.0,3.0
33037.0,58820.0,0.0,6.0
33036.0,59211.0,0.0,7.0
33035.0,58430.0,0.0,6.0
33034.0,59213.0,0.0,7.0
33033.0,56128.0,0.0,4.0
35693.0,59013.0,0.0,4.0
33057.0,19639.0,0.0,2.0
32998.0,58850.0,0.0,14.0
32996.0,55735.0,0.0,9.0
32930.0,10322.0,0.0,2.0
35724.0,59207.0,0.0,20.0
32927.0,32926.0,0.0,2.0
32925.0,58398.0,0.0,13.0
35725.0,59162.0,0.0,4.0
32922.0,32923.0,0.0,2.0
32935.0,57739.0,0.0,3.0
32920.0,32919.0,0.0,2.0
32914.0,59225.0,0.0,3.0
32913.0,59228.0,0.0,4.0
35738.0,59221.0,0.0,21.0
35740.0,59224.0,0.0,5.0
35743.0,59005.0,0.0,3.0
35744.0,58991.0,0.0,5.0
35734.0,59231.0,0.0,6.0
32939.0,57717.0,0.0,3.0
32940.0,59235.0,0.0,4.0
35715.0,59230.0,0.0,22.0
35695.0,59233.0,0.0,6.0
32979.0,59217.0,0.0,3.0
35706.0,35633.0,0.0,2.0
35707.0,35943.0,0.0,2.0
32975.0,55699.0,0.0,6.0
32971.0,32969.0,0.0,2.0
52845.0,59243.0,0.0,4.0
32968.0,58632.0,0.0,11.0
32967.0,59245.0,0.0,12.0
35708.0,59237.0,0.0,23.0
32952.0,59203.0,0.0,19.0
59148.0,35866.0,0.0,3.0
35711.0,59241.0,0.0,3.0
35712.0,59247.0,0.0,24.0
35714.0,59251.0,0.0,25.0
32997.0,59218.0,0.0,15.0
32894.0,59197.0,0.0,28.0
33058.0,59209.0,0.0,8.0
33061.0,29349.0,0.0,2.0
33197.0,59227.0,0.0,3.0
35636.0,35689.0,0.0,2.0
33195.0,58870.0,0.0,33.0
33191.0,58130.0,0.0,6.0
35637.0,59196.0,0.0,3.0
33185.0,33186.0,0.0,2.0
33199.0,28087.0,0.0,2.0
33183.0,56908.0,0.0,4.0
33181.0,59259.0,0.0,34.0
33180.0,59265.0,0.0,35.0
35641.0,59234.0,0.0,7.0
33176.0,33177.0,0.0,2.0
33175.0,59268.0,0.0,3.0
33171.0,59266.0,0.0,36.0
33182.0,59264.0,0.0,5.0
33200.0,57995.0,0.0,11.0
33203.0,58864.0,0.0,15.0
35635.0,59252.0,0.0,26.0
