left_child,right_child,distance,size
46458.0,6005.0,0.0,2.0
46459.0,53049.0,0.0,3.0
46444.0,46443.0,0.0,2.0
46460.0,53050.0,0.0,4.0
46462.0,26063.0,0.0,2.0
46463.0,53053.0,0.0,3.0
46471.0,5792.0,0.0,2.0
46474.0,46478.0,0.0,2.0
46477.0,53056.0,0.0,3.0
46483.0,20298.0,0.0,2.0
46461.0,53052.0,0.0,5.0
46436.0,53059.0,0.0,6.0
46435.0,53060.0,0.0,7.0
46434.0,20465.0,0.0,2.0
18134.0,18201.0,0.0,2.0
46405.0,11055.0,0.0,2.0
18129.0,18130.0,0.0,2.0
18127.0,53065.0,0.0,3.0
18124.0,18303.0,0.0,2.0
18123.0,53067.0,0.0,3.0
46414.0,52404.0,0.0,3.0
18120.0,18119.0,0.0,2.0
46417.0,52522.0,0.0,4.0
46418.0,53071.0,0.0,5.0
46419.0,51484.0,0.0,2.0
46420.0,5346.0,0.0,2.0
46430.0,52497.0,0.0,4.0
46432.0,40067.0,0.0,2.0
46433.0,53062.0,0.0,3.0
52669.0,53057.0,0.0,6.0
17951.0,53041.0,0.0,13.0
46489.0,27960.0,0.0,2.0
46520.0,46537.0,0.0,2.0
17995.0,38412.0,0.0,2.0
17994.0,20825.0,0.0,2.0
17973.0,53079.0,0.0,14.0
46590.0,6703.0,0.0,2.0
46596.0,39288.0,0.0,2.0
46599.0,53039.0,0.0,9.0
18005.0,16308.0,0.0,2.0
46600.0,53087.0,0.0,10.0
17960.0,53038.0,0.0,12.0
17959.0,53007.0,0.0,3.0
17956.0,53033.0,0.0,3.0
17955.0,53084.0,0.0,15.0
17954.0,53091.0,0.0,4.0
17953.0,53093.0,0.0,16.0
46602.0,52608.0,0.0,8.0
18006.0,53088.0,0.0,3.0
18010.0,20854.0,0.0,2.0
46554.0,46541.0,0.0,2.0
46521.0,53081.0,0.0,3.0
46523.0,31946.0,0.0,2.0
46525.0,53099.0,0.0,3.0
46527.0,46517.0,0.0,2.0
18034.0,28701.0,0.0,2.0
46532.0,53102.0,0.0,4.0
46542.0,53105.0,0.0,5.0
46543.0,53106.0,0.0,6.0
18025.0,20220.0,0.0,2.0
46544.0,53107.0,0.0,7.0
18021.0,21285.0,0.0,2.0
46545.0,53109.0,0.0,8.0
46546.0,53111.0,0.0,9.0
46547.0,53103.0,0.0,3.0
46550.0,53112.0,0.0,10.0
46518.0,53101.0,0.0,3.0
18139.0,53070.0,0.0,3.0
17768.0,53042.0,0.0,3.0
17762.0,17763.0,0.0,2.0
46762.0,46763.0,0.0,2.0
17560.0,17561.0,0.0,2.0
17559.0,53120.0,0.0,3.0
46764.0,53119.0,0.0,3.0
17557.0,524.0,0.0,2.0
17556.0,53123.0,0.0,3.0
17564.0,17599.0,0.0,2.0
17553.0,52680.0,0.0,3.0
46767.0,49651.0,0.0,2.0
46768.0,53127.0,0.0,3.0
17544.0,26121.0,0.0,2.0
17540.0,53124.0,0.0,4.0
17539.0,53130.0,0.0,5.0
46772.0,34185.0,0.0,2.0
17552.0,53126.0,0.0,4.0
17568.0,53125.0,0.0,3.0
17569.0,52626.0,0.0,8.0
17571.0,17570.0,0.0,2.0
17606.0,333.0,0.0,2.0
17598.0,53137.0,0.0,3.0
46748.0,1808.0,0.0,2.0
17595.0,10456.0,0.0,2.0
17594.0,53140.0,0.0,3.0
17593.0,53135.0,0.0,9.0
17588.0,52894.0,0.0,6.0
17587.0,53143.0,0.0,7.0
46754.0,53122.0,0.0,4.0
46755.0,53145.0,0.0,5.0
46756.0,53146.0,0.0,6.0
46757.0,46970.0,0.0,2.0
46758.0,52839.0,0.0,3.0
17573.0,53136.0,0.0,3.0
17572.0,53150.0,0.0,4.0
17536.0,52969.0,0.0,6.0
