components,variance
1,0.3205632
2,0.47740018
3,0.5555775
4,0.5982742
5,0.63292277
6,0.65688217
7,0.6802029
8,0.70229435
9,0.7174463
10,0.7283942
11,0.73808056
12,0.74709463
13,0.7557511
14,0.7621582
15,0.7680191
16,0.7735058
17,0.7789521
18,0.78407854
19,0.78893006
20,0.7935517
21,0.7977449
22,0.80132407
23,0.8047879
24,0.8081821
25,0.8114736
26,0.8145376
27,0.81752604
28,0.82031465
29,0.8230196
30,0.8256397
31,0.82812977
32,0.8304924
33,0.8327741
34,0.83492404
35,0.83703905
36,0.8389994
37,0.84084123
38,0.84263206
39,0.8443376
40,0.846023
41,0.8476567
42,0.8492763
43,0.85082906
44,0.8523287
45,0.8538044
46,0.8552221
47,0.85658115
48,0.85789126
49,0.8591836
50,0.86046183
51,0.86171794
52,0.8629293
53,0.86412317
54,0.8652718
55,0.8663951
56,0.8674811
57,0.8685301
58,0.8695614
59,0.87056243
60,0.8715456
61,0.8725166
62,0.873464
63,0.8743827
64,0.87529224
65,0.8761749
66,0.8770452
67,0.8778908
68,0.8787156
69,0.8795296
70,0.8803366
71,0.8811333
72,0.88191223
73,0.8826776
74,0.88343775
75,0.8841835
76,0.8849217
77,0.88564384
78,0.8863423
79,0.88703644
80,0.88772184
81,0.88840395
82,0.8890763
83,0.88972944
84,0.89037675
85,0.89101666
86,0.89164263
87,0.89226127
88,0.89287794
89,0.8934833
90,0.8940825
91,0.8946707
92,0.8952481
93,0.8958183
94,0.8963809
95,0.89694035
96,0.89749014
97,0.89803684
98,0.8985703
99,0.8991011
100,0.8996239
101,0.90013695
102,0.90064925
103,0.90115416
104,0.90165555
105,0.9021507
106,0.902639
107,0.90311843
108,0.9035933
109,0.9040642
110,0.9045327
111,0.90499437
112,0.9054488
113,0.90589905
114,0.90634817
115,0.90678865
116,0.90722835
117,0.90766484
118,0.90809554
119,0.90852344
120,0.9089448
121,0.909359
122,0.9097724
123,0.91018313
124,0.9105922
125,0.91099626
126,0.91139215
127,0.91178447
128,0.91217303
129,0.91255957
130,0.91294515
131,0.9133287
132,0.91370755
133,0.9140828
134,0.91445553
135,0.91482186
136,0.9151847
137,0.9155455
138,0.91590303
139,0.9162583
140,0.91661227
141,0.9169615
142,0.9173083
143,0.917649
144,0.9179882
145,0.91832614
146,0.9186616
147,0.9189955
148,0.91932636
149,0.91965693
150,0.9199844
151,0.92030555
152,0.9206264
153,0.92094606
154,0.92126393
155,0.9215788
156,0.921892
157,0.92220366
158,0.9225125
159,0.9228182
160,0.9231199
161,0.9234206
162,0.92371845
163,0.9240161
164,0.92431027
165,0.9246
166,0.9248887
167,0.925175
168,0.9254596
169,0.9257425
170,0.92602116
171,0.92629874
172,0.92657393
173,0.9268466
174,0.92711735
175,0.92738634
176,0.9276525
177,0.92791706
178,0.9281781
179,0.92843735
180,0.9286943
181,0.92894965
182,0.9292026
183,0.92945486
184,0.9297055
185,0.9299538
186,0.9302
187,0.93044543
188,0.9306877
189,0.9309282
190,0.9311668
191,0.9314039
192,0.9316384
193,0.9318708
194,0.93210214
195,0.93233216
196,0.93256074
197,0.93278664
198,0.9330114
199,0.93323314
200,0.93345326
