components,variance
1,0.32609463
2,0.4521451
3,0.51738024
4,0.5530213
5,0.5829914
6,0.6090419
7,0.6277688
8,0.6456373
9,0.6611732
10,0.67227465
11,0.6823568
12,0.6909181
13,0.69848746
14,0.7053313
15,0.7116872
16,0.717643
17,0.7235375
18,0.7292422
19,0.7343079
20,0.73902106
21,0.74331135
22,0.74732584
23,0.75109535
24,0.75461453
25,0.75782394
26,0.7608841
27,0.76382905
28,0.76662195
29,0.76926446
30,0.77180415
31,0.7742552
32,0.7766094
33,0.7789031
34,0.78111607
35,0.7832723
36,0.7854229
37,0.7874524
38,0.7894495
39,0.79143447
40,0.7933253
41,0.79513645
42,0.7969275
43,0.7986849
44,0.8004099
45,0.80208606
46,0.80373996
47,0.8053419
48,0.80690706
49,0.8084588
50,0.8099827
51,0.8114646
52,0.81289154
53,0.81428194
54,0.81565744
55,0.8169942
56,0.8183027
57,0.8195608
58,0.8207936
59,0.8220134
60,0.82322186
61,0.82438534
62,0.82553464
63,0.8266719
64,0.8278038
65,0.8289197
66,0.8300293
67,0.8311044
68,0.83213264
69,0.8331541
70,0.8341534
71,0.83513343
72,0.8361121
73,0.83707595
74,0.8380201
75,0.838939
76,0.8398499
77,0.840745
78,0.84161484
79,0.8424743
80,0.8433274
81,0.8441706
82,0.8450055
83,0.8458249
84,0.84662753
85,0.847425
86,0.8482095
87,0.84898216
88,0.8497536
89,0.85051346
90,0.8512664
91,0.85201406
92,0.8527501
93,0.85347664
94,0.8541932
95,0.8549055
96,0.85560334
97,0.8562835
98,0.85695857
99,0.8576242
100,0.8582872
101,0.85893655
102,0.8595796
103,0.86021703
104,0.860851
105,0.861471
106,0.86208415
107,0.8626939
108,0.86329365
109,0.86388797
110,0.8644756
111,0.8650562
112,0.8656336
113,0.8662035
114,0.8667674
115,0.86732465
116,0.86787456
117,0.8684227
118,0.8689619
119,0.86949986
120,0.8700321
121,0.87056124
122,0.8710832
123,0.87160015
124,0.87210876
125,0.8726145
126,0.8731146
127,0.8736131
128,0.8740986
129,0.8745833
130,0.8750651
131,0.87553966
132,0.87601125
133,0.87647676
134,0.87693655
135,0.8773898
136,0.8778388
137,0.8782846
138,0.8787242
139,0.8791632
140,0.87959933
141,0.88003314
142,0.88046044
143,0.88088566
144,0.8813098
145,0.8817304
146,0.88214976
147,0.8825673
148,0.8829778
149,0.88338214
150,0.88378227
151,0.88417923
152,0.8845723
153,0.88496345
154,0.88535064
155,0.88573647
156,0.8861159
157,0.8864936
158,0.88686824
159,0.8872386
160,0.8876052
161,0.8879716
162,0.88833547
163,0.8886973
164,0.88905734
165,0.8894129
166,0.8897662
167,0.89011645
168,0.8904653
169,0.8908123
170,0.8911548
171,0.89149296
172,0.8918287
173,0.892162
174,0.8924933
175,0.89282113
176,0.8931476
177,0.89347214
178,0.8937935
179,0.89411193
180,0.8944273
181,0.89474106
182,0.8950533
183,0.89536375
184,0.89567274
185,0.89598024
186,0.8962857
187,0.8965868
188,0.89688444
189,0.8971809
190,0.89747524
191,0.8977667
192,0.8980566
193,0.89834505
194,0.89862925
195,0.8989121
196,0.89919364
197,0.8994734
198,0.89974934
199,0.9000233
200,0.9002953
