parent,left_child,right_child,distance,size
57836,19879.0,57799.0,0.0,3.0
57837,19882.0,57823.0,0.0,11.0
57838,20004.0,16214.0,0.0,2.0
57839,19998.0,57838.0,0.0,3.0
57840,19997.0,19989.0,0.0,2.0
57841,19995.0,20001.0,0.0,2.0
57842,19994.0,57839.0,0.0,4.0
57843,19992.0,57842.0,0.0,5.0
57844,19988.0,13866.0,0.0,2.0
57845,19985.0,53954.0,0.0,4.0
57846,19975.0,19976.0,0.0,2.0
57847,20005.0,57843.0,0.0,6.0
57848,19974.0,57815.0,0.0,6.0
57849,19972.0,33151.0,0.0,2.0
57850,19971.0,56219.0,0.0,7.0
57851,19970.0,55882.0,0.0,3.0
57852,19968.0,56307.0,0.0,33.0
57853,19967.0,57852.0,0.0,34.0
57854,19964.0,19960.0,0.0,2.0
57855,19963.0,19962.0,0.0,2.0
57856,19959.0,57848.0,0.0,7.0
57857,19958.0,19957.0,0.0,2.0
57858,19973.0,57856.0,0.0,8.0
57859,19955.0,57194.0,0.0,40.0
57860,20014.0,34357.0,0.0,2.0
57861,20016.0,55308.0,0.0,4.0
57862,20088.0,56869.0,0.0,9.0
57863,20079.0,20071.0,0.0,2.0
57864,20066.0,20067.0,0.0,2.0
57865,20065.0,57185.0,0.0,19.0
57866,20060.0,20061.0,0.0,2.0
57867,20059.0,57860.0,0.0,3.0
57868,20054.0,20053.0,0.0,2.0
57869,20051.0,56832.0,0.0,6.0
57870,20050.0,20027.0,0.0,2.0
57871,20015.0,20022.0,0.0,2.0
57872,20042.0,57870.0,0.0,3.0
57873,20037.0,40148.0,0.0,2.0
57874,20033.0,20123.0,0.0,2.0
57875,20031.0,47231.0,0.0,2.0
57876,20030.0,57872.0,0.0,4.0
57877,20028.0,57876.0,0.0,5.0
57878,20024.0,20025.0,0.0,2.0
57879,20021.0,57878.0,0.0,3.0
57880,20020.0,57861.0,0.0,5.0
57881,20019.0,57867.0,0.0,4.0
57882,20038.0,57879.0,0.0,4.0
57883,19730.0,57853.0,0.0,35.0
57884,19953.0,19954.0,0.0,2.0
57885,19949.0,54816.0,0.0,3.0
57886,19911.0,55045.0,0.0,3.0
57887,19909.0,57320.0,0.0,18.0
57888,19908.0,54693.0,0.0,3.0
57889,19907.0,57888.0,0.0,4.0
57890,19906.0,19905.0,0.0,2.0
57891,19904.0,57858.0,0.0,9.0
57892,19902.0,56547.0,0.0,11.0
57893,19901.0,19900.0,0.0,2.0
57894,19899.0,57893.0,0.0,3.0
57895,19913.0,19914.0,0.0,2.0
57896,19898.0,54749.0,0.0,7.0
57897,19896.0,53657.0,0.0,3.0
57898,19894.0,19893.0,0.0,2.0
57899,19891.0,52926.0,0.0,4.0
57900,19890.0,57859.0,0.0,41.0
57901,19888.0,19889.0,0.0,2.0
57902,19887.0,34250.0,0.0,2.0
57903,19886.0,57896.0,0.0,8.0
57904,19885.0,56852.0,0.0,9.0
57905,19884.0,57904.0,0.0,10.0
57906,19897.0,56191.0,0.0,8.0
57907,19952.0,19951.0,0.0,2.0
57908,19915.0,19916.0,0.0,2.0
57909,19918.0,19919.0,0.0,2.0
57910,19948.0,57885.0,0.0,4.0
57911,19946.0,57776.0,0.0,44.0
57912,19945.0,57884.0,0.0,3.0
57913,19944.0,57912.0,0.0,4.0
57914,19943.0,57854.0,0.0,3.0
57915,19942.0,19651.0,0.0,2.0
57916,19941.0,19940.0,0.0,2.0
57917,19939.0,57305.0,0.0,8.0
57918,19938.0,57891.0,0.0,10.0
57919,19917.0,57911.0,0.0,45.0
57920,19936.0,19937.0,0.0,2.0
57921,19932.0,19931.0,0.0,2.0
57922,19929.0,19930.0,0.0,2.0
57923,19927.0,57918.0,0.0,11.0
57924,19925.0,19926.0,0.0,2.0
57925,19924.0,55416.0,0.0,4.0
57926,19923.0,57925.0,0.0,5.0
57927,19922.0,57900.0,0.0,42.0
57928,19921.0,57889.0,0.0,5.0
57929,19920.0,57928.0,0.0,6.0
57930,19933.0,19934.0,0.0,2.0
57931,19728.0,19727.0,0.0,2.0
57932,19726.0,57734.0,0.0,8.0
57933,19724.0,57830.0,0.0,7.0
57934,19467.0,19468.0,0.0,2.0
57935,19465.0,19466.0,0.0,2.0
57936,19464.0,19451.0,0.0,2.0
57937,19462.0,19461.0,0.0,2.0
57938,19460.0,57837.0,0.0,12.0
57939,55251.0,57938.0,0.0,14.0
57940,19458.0,56564.0,0.0,36.0
57941,19457.0,57940.0,0.0,37.0
57942,19456.0,56364.0,0.0,41.0
57943,19469.0,57327.0,0.0,5.0
57944,19453.0,19454.0,0.0,2.0
57945,19450.0,57309.0,0.0,16.0
57946,19449.0,57945.0,0.0,17.0
57947,19448.0,19447.0,0.0,2.0
57948,19446.0,55380.0,0.0,7.0
57949,19445.0,57948.0,0.0,8.0
57950,19442.0,19430.0,0.0,2.0
57951,19440.0,19441.0,0.0,2.0
57952,19438.0,19432.0,0.0,2.0
57953,19437.0,19436.0,0.0,2.0
57954,19452.0,57850.0,0.0,8.0
57955,19433.0,56570.0,0.0,4.0
57956,19470.0,57943.0,0.0,6.0
57957,19476.0,19475.0,0.0,2.0
57958,19518.0,19353.0,0.0,2.0
57959,19516.0,55897.0,0.0,4.0
57960,19515.0,57959.0,0.0,5.0
57961,19512.0,57932.0,0.0,9.0
57962,19511.0,57961.0,0.0,10.0
57963,19510.0,20585.0,0.0,2.0
57964,19509.0,57963.0,0.0,3.0
57965,19508.0,19513.0,0.0,2.0
57966,19503.0,53087.0,0.0,5.0
57967,19474.0,19473.0,0.0,2.0
57968,19502.0,19501.0,0.0,2.0
57969,19496.0,2160.0,0.0,2.0
57970,19494.0,19493.0,0.0,2.0
57971,19491.0,19492.0,0.0,2.0
57972,19488.0,19489.0,0.0,2.0
57973,19486.0,19487.0,0.0,2.0
57974,19485.0,19484.0,0.0,2.0
57975,19482.0,19483.0,0.0,2.0
57976,19481.0,19480.0,0.0,2.0
57977,19477.0,56454.0,0.0,6.0
57978,19499.0,57942.0,0.0,42.0
57979,19520.0,19519.0,0.0,2.0
57980,19428.0,35242.0,0.0,2.0
57981,19425.0,19426.0,0.0,2.0
57982,19364.0,53838.0,0.0,4.0
57983,19362.0,19363.0,0.0,2.0
57984,19359.0,19350.0,0.0,2.0
57985,19358.0,57960.0,0.0,6.0
57986,19357.0,57985.0,0.0,7.0
57987,19349.0,19371.0,0.0,2.0
57988,19347.0,19348.0,0.0,2.0
57989,19346.0,52751.0,0.0,3.0
57990,19344.0,19345.0,0.0,2.0
57991,19366.0,19417.0,0.0,2.0
57992,19342.0,19343.0,0.0,2.0
57993,19339.0,19340.0,0.0,2.0
57994,19337.0,31220.0,0.0,2.0
57995,19336.0,57991.0,0.0,3.0
57996,19335.0,57995.0,0.0,4.0
57997,19332.0,19329.0,0.0,2.0
57998,55329.0,57318.0,0.0,18.0
57999,19327.0,20493.0,0.0,2.0
58000,19326.0,57206.0,0.0,30.0
58001,19324.0,57209.0,0.0,12.0
58002,19341.0,57332.0,0.0,9.0
58003,19427.0,57980.0,0.0,3.0
58004,19367.0,5666.0,0.0,2.0
58005,19370.0,19369.0,0.0,2.0
58006,19424.0,57952.0,0.0,3.0
58007,19423.0,58006.0,0.0,4.0
58008,19422.0,54927.0,0.0,7.0
58009,19421.0,19420.0,0.0,2.0
58010,19416.0,58007.0,0.0,5.0
58011,19414.0,19413.0,0.0,2.0
58012,19407.0,19406.0,0.0,2.0
58013,19404.0,58010.0,0.0,6.0
58014,19403.0,19402.0,0.0,2.0
58015,19368.0,58004.0,0.0,3.0
58016,19400.0,19398.0,0.0,2.0
58017,19390.0,56296.0,0.0,6.0
58018,19389.0,56314.0,0.0,3.0
58019,19386.0,57996.0,0.0,5.0
58020,19384.0,19383.0,0.0,2.0
58021,19382.0,57994.0,0.0,3.0
58022,19380.0,57981.0,0.0,3.0
58023,19375.0,58019.0,0.0,6.0
58024,19374.0,58023.0,0.0,7.0
58025,19373.0,58013.0,0.0,7.0
58026,19396.0,19397.0,0.0,2.0
58027,20090.0,20086.0,0.0,2.0
58028,19523.0,19522.0,0.0,2.0
58029,19527.0,57964.0,0.0,4.0
58030,19677.0,57335.0,0.0,3.0
58031,19670.0,56471.0,0.0,8.0
58032,19667.0,47122.0,0.0,2.0
58033,19665.0,55096.0,0.0,5.0
58034,19664.0,58033.0,0.0,6.0
58035,19662.0,51478.0,0.0,2.0
58036,19660.0,19661.0,0.0,2.0
58037,19658.0,57923.0,0.0,12.0
58038,19657.0,19650.0,0.0,2.0
58039,19678.0,58030.0,0.0,4.0
58040,19656.0,54017.0,0.0,3.0
58041,19652.0,19653.0,0.0,2.0
58042,19644.0,19645.0,0.0,2.0
58043,19643.0,58042.0,0.0,3.0
58044,19642.0,55810.0,0.0,3.0
58045,19641.0,57919.0,0.0,46.0
58046,19639.0,56414.0,0.0,3.0
58047,19638.0,19637.0,0.0,2.0
58048,19636.0,19632.0,0.0,2.0
58049,19635.0,19634.0,0.0,2.0
58050,19655.0,58001.0,0.0,13.0
58051,19633.0,58049.0,0.0,3.0
58052,19681.0,56548.0,0.0,12.0
58053,19686.0,55935.0,0.0,8.0
58054,19723.0,57809.0,0.0,3.0
58055,19721.0,57780.0,0.0,4.0
58056,19720.0,56715.0,0.0,6.0
58057,19719.0,58056.0,0.0,7.0
58058,19718.0,56845.0,0.0,26.0
58059,19717.0,57933.0,0.0,8.0
58060,19716.0,58054.0,0.0,4.0
58061,19714.0,58059.0,0.0,9.0
58062,19713.0,58060.0,0.0,5.0
58063,19685.0,19684.0,0.0,2.0
58064,54272.0,57883.0,0.0,39.0
58065,19709.0,19710.0,0.0,2.0
58066,19708.0,53939.0,0.0,3.0
58067,19707.0,58066.0,0.0,4.0
58068,19702.0,56456.0,0.0,7.0
58069,19699.0,19700.0,0.0,2.0
58070,19696.0,56751.0,0.0,19.0
58071,19695.0,52569.0,0.0,4.0
58072,19692.0,19691.0,0.0,2.0
58073,19689.0,58061.0,0.0,10.0
58074,19711.0,58064.0,0.0,40.0
58075,19525.0,19524.0,0.0,2.0
58076,19625.0,19624.0,0.0,2.0
58077,19618.0,19617.0,0.0,2.0
58078,19576.0,19575.0,0.0,2.0
58079,19572.0,56371.0,0.0,3.0
58080,19571.0,58079.0,0.0,4.0
58081,19570.0,58074.0,0.0,41.0
58082,19569.0,58081.0,0.0,42.0
58083,19567.0,19568.0,0.0,2.0
58084,19561.0,19562.0,0.0,2.0
58085,19560.0,19559.0,0.0,2.0
58086,19556.0,58062.0,0.0,6.0
58087,55323.0,57284.0,0.0,7.0
58088,19553.0,56520.0,0.0,5.0
58089,19550.0,58086.0,0.0,7.0
58090,19541.0,19538.0,0.0,2.0
58091,19540.0,58090.0,0.0,3.0
58092,19535.0,58029.0,0.0,5.0
58093,19534.0,56346.0,0.0,4.0
58094,19532.0,57230.0,0.0,3.0
58095,19530.0,58002.0,0.0,10.0
58096,19529.0,55998.0,0.0,7.0
58097,19528.0,58092.0,0.0,6.0
58098,19551.0,58089.0,0.0,8.0
58099,19622.0,55941.0,0.0,10.0
58100,19579.0,55061.0,0.0,3.0
58101,19584.0,19583.0,0.0,2.0
58102,19615.0,19608.0,0.0,2.0
58103,19614.0,57941.0,0.0,38.0
58104,19613.0,19673.0,0.0,2.0
58105,19612.0,58104.0,0.0,3.0
58106,19610.0,19676.0,0.0,2.0
58107,19609.0,58106.0,0.0,3.0
58108,19607.0,56183.0,0.0,5.0
58109,19605.0,19597.0,0.0,2.0
58110,19604.0,58109.0,0.0,3.0
58111,19581.0,19580.0,0.0,2.0
58112,19603.0,58050.0,0.0,14.0
58113,19601.0,58082.0,0.0,43.0
58114,19599.0,55899.0,0.0,11.0
58115,19596.0,58070.0,0.0,20.0
58116,19595.0,58115.0,0.0,21.0
58117,19593.0,57793.0,0.0,7.0
58118,19590.0,58110.0,0.0,4.0
58119,19589.0,58105.0,0.0,4.0
58120,19588.0,58119.0,0.0,5.0
58121,19587.0,19594.0,0.0,2.0
58122,19602.0,58113.0,0.0,44.0
58123,20091.0,47403.0,0.0,2.0
58124,20092.0,57874.0,0.0,3.0
58125,20096.0,20098.0,0.0,2.0
58126,20974.0,33219.0,0.0,2.0
58127,20954.0,36095.0,0.0,2.0
58128,20941.0,2514.0,0.0,2.0
58129,20938.0,20942.0,0.0,2.0
58130,20932.0,58129.0,0.0,3.0
58131,20931.0,45916.0,0.0,2.0
58132,20915.0,56027.0,0.0,11.0
58133,20913.0,58132.0,0.0,12.0
58134,20904.0,20905.0,0.0,2.0
58135,20977.0,20976.0,0.0,2.0
58136,20883.0,20884.0,0.0,2.0
58137,20870.0,20869.0,0.0,2.0
58138,20868.0,37953.0,0.0,2.0
58139,20864.0,58138.0,0.0,3.0
58140,20863.0,37654.0,0.0,2.0
58141,20862.0,37675.0,0.0,2.0
58142,20861.0,37694.0,0.0,2.0
58143,20854.0,55491.0,0.0,3.0
58144,20853.0,20855.0,0.0,2.0
58145,20845.0,17998.0,0.0,2.0
58146,20878.0,20879.0,0.0,2.0
58147,20839.0,20838.0,0.0,2.0
58148,20978.0,56976.0,0.0,32.0
58149,20983.0,20982.0,0.0,2.0
58150,21018.0,56761.0,0.0,15.0
58151,21017.0,58150.0,0.0,16.0
58152,21016.0,55839.0,0.0,11.0
58153,21014.0,54188.0,0.0,3.0
58154,21013.0,56344.0,0.0,10.0
58155,21008.0,15237.0,0.0,2.0
58156,21006.0,21007.0,0.0,2.0
58157,21005.0,20998.0,0.0,2.0
58158,21004.0,58157.0,0.0,3.0
58159,20979.0,58148.0,0.0,33.0
58160,21000.0,20999.0,0.0,2.0
58161,20996.0,56726.0,0.0,4.0
58162,20993.0,20994.0,0.0,2.0
58163,20990.0,58100.0,0.0,4.0
58164,20989.0,58161.0,0.0,5.0
58165,20988.0,57745.0,0.0,21.0
58166,20987.0,58165.0,0.0,22.0
58167,20986.0,55934.0,0.0,5.0
58168,20985.0,58167.0,0.0,6.0
58169,20984.0,46934.0,0.0,2.0
58170,20997.0,21022.0,0.0,2.0
58171,21020.0,21012.0,0.0,2.0
58172,20834.0,36921.0,0.0,2.0
58173,20828.0,17994.0,0.0,2.0
58174,20719.0,20714.0,0.0,2.0
58175,20718.0,20720.0,0.0,2.0
58176,20717.0,58175.0,0.0,3.0
58177,20716.0,58176.0,0.0,4.0
58178,20713.0,58177.0,0.0,5.0
58179,20694.0,20693.0,0.0,2.0
58180,20691.0,56214.0,0.0,3.0
58181,20688.0,58180.0,0.0,4.0
58182,20655.0,34424.0,0.0,2.0
58183,20721.0,58178.0,0.0,6.0
58184,20637.0,58182.0,0.0,3.0
58185,20631.0,58184.0,0.0,4.0
58186,20622.0,58185.0,0.0,5.0
58187,20618.0,40192.0,0.0,2.0
58188,20615.0,58187.0,0.0,3.0
58189,20613.0,57976.0,0.0,3.0
58190,20612.0,57917.0,0.0,9.0
58191,20610.0,20611.0,0.0,2.0
58192,20609.0,57982.0,0.0,5.0
58193,20607.0,20606.0,0.0,2.0
58194,20636.0,20621.0,0.0,2.0
58195,20831.0,58173.0,0.0,3.0
58196,20722.0,58183.0,0.0,7.0
58197,20725.0,58196.0,0.0,8.0
58198,20825.0,58195.0,0.0,4.0
58199,20804.0,20803.0,0.0,2.0
58200,20801.0,56606.0,0.0,3.0
58201,20799.0,20797.0,0.0,2.0
58202,20788.0,20786.0,0.0,2.0
58203,20787.0,58202.0,0.0,3.0
58204,20785.0,58203.0,0.0,4.0
58205,20784.0,20777.0,0.0,2.0
58206,20783.0,58204.0,0.0,5.0
58207,20724.0,58197.0,0.0,9.0
58208,20781.0,58205.0,0.0,3.0
58209,20779.0,20776.0,0.0,2.0
58210,20772.0,55841.0,0.0,6.0
58211,20742.0,57179.0,0.0,10.0
58212,20732.0,58207.0,0.0,10.0
58213,20731.0,58212.0,0.0,11.0
58214,20730.0,58213.0,0.0,12.0
58215,20728.0,58214.0,0.0,13.0
58216,20727.0,58215.0,0.0,14.0
58217,20726.0,58216.0,0.0,15.0
58218,20780.0,20782.0,0.0,2.0
58219,20604.0,58097.0,0.0,7.0
58220,21021.0,21011.0,0.0,2.0
58221,21025.0,58152.0,0.0,12.0
58222,21150.0,21149.0,0.0,2.0
58223,21148.0,21147.0,0.0,2.0
58224,21145.0,21146.0,0.0,2.0
58225,21144.0,58159.0,0.0,34.0
58226,21143.0,58225.0,0.0,35.0
58227,21140.0,21141.0,0.0,2.0
58228,21139.0,58224.0,0.0,3.0
58229,21138.0,58228.0,0.0,4.0
58230,21137.0,58227.0,0.0,3.0
58231,21151.0,21152.0,0.0,2.0
58232,21136.0,58058.0,0.0,27.0
58233,21134.0,21133.0,0.0,2.0
58234,21127.0,49116.0,0.0,2.0
58235,21126.0,58234.0,0.0,3.0
58236,21124.0,56286.0,0.0,9.0
58237,21123.0,58236.0,0.0,10.0
58238,21122.0,55835.0,0.0,13.0
58239,21121.0,21111.0,0.0,2.0
58240,21119.0,21155.0,0.0,2.0
58241,21118.0,57762.0,0.0,16.0
58242,21135.0,58232.0,0.0,28.0
58243,21116.0,21117.0,0.0,2.0
58244,21154.0,58223.0,0.0,3.0
58245,21161.0,21160.0,0.0,2.0
58246,21190.0,57742.0,0.0,3.0
58247,21188.0,57331.0,0.0,7.0
58248,21185.0,21186.0,0.0,2.0
58249,21184.0,21183.0,0.0,2.0
58250,21182.0,57741.0,0.0,4.0
58251,21180.0,58250.0,0.0,5.0
58252,21179.0,58251.0,0.0,6.0
58253,21178.0,58252.0,0.0,7.0
58254,21177.0,39917.0,0.0,2.0
58255,21158.0,58244.0,0.0,4.0
58256,21176.0,21175.0,0.0,2.0
58257,21172.0,32975.0,0.0,2.0
58258,21171.0,58257.0,0.0,3.0
58259,21170.0,58253.0,0.0,8.0
58260,21169.0,57785.0,0.0,14.0
58261,21168.0,58221.0,0.0,13.0
58262,21167.0,58259.0,0.0,9.0
58263,21166.0,5604.0,0.0,2.0
58264,21164.0,58262.0,0.0,10.0
58265,21163.0,58229.0,0.0,5.0
58266,21174.0,58099.0,0.0,11.0
58267,21023.0,58241.0,0.0,17.0
58268,21115.0,58239.0,0.0,3.0
58269,21110.0,58268.0,0.0,4.0
58270,21061.0,21019.0,0.0,2.0
58271,21060.0,58270.0,0.0,3.0
58272,21059.0,54827.0,0.0,8.0
58273,21058.0,21043.0,0.0,2.0
58274,21057.0,58273.0,0.0,3.0
58275,21056.0,21064.0,0.0,2.0
58276,21054.0,21055.0,0.0,2.0
58277,21053.0,21052.0,0.0,2.0
58278,21051.0,56482.0,0.0,21.0
58279,21062.0,1836.0,0.0,2.0
58280,21049.0,58274.0,0.0,4.0
58281,21045.0,54801.0,0.0,3.0
58282,21042.0,58280.0,0.0,5.0
58283,21034.0,57260.0,0.0,8.0
58284,21033.0,56280.0,0.0,17.0
58285,21030.0,58269.0,0.0,5.0
58286,21029.0,58285.0,0.0,6.0
58287,21028.0,58151.0,0.0,17.0
58288,21027.0,58287.0,0.0,18.0
58289,21026.0,58261.0,0.0,14.0
58290,21048.0,58282.0,0.0,6.0
58291,21112.0,58286.0,0.0,7.0
58292,21065.0,56470.0,0.0,5.0
58293,21069.0,58279.0,0.0,3.0
58294,21109.0,21105.0,0.0,2.0
58295,21108.0,21107.0,0.0,2.0
58296,21106.0,58291.0,0.0,8.0
58297,21103.0,58170.0,0.0,3.0
58298,21102.0,58296.0,0.0,9.0
58299,21099.0,21098.0,0.0,2.0
58300,21096.0,58298.0,0.0,10.0
58301,21095.0,58300.0,0.0,11.0
58302,21092.0,21093.0,0.0,2.0
58303,21066.0,58292.0,0.0,6.0
58304,21089.0,21088.0,0.0,2.0
58305,21083.0,21084.0,0.0,2.0
58306,21081.0,21087.0,0.0,2.0
58307,21080.0,21114.0,0.0,2.0
58308,21079.0,58307.0,0.0,3.0
58309,21076.0,55915.0,0.0,3.0
58310,21075.0,54134.0,0.0,3.0
58311,21074.0,58310.0,0.0,4.0
58312,21073.0,15002.0,0.0,2.0
58313,21071.0,21072.0,0.0,2.0
58314,21085.0,21091.0,0.0,2.0
58315,24200.0,57482.0,0.0,8.0
58316,20603.0,15904.0,0.0,2.0
58317,20601.0,58045.0,0.0,47.0
58318,20293.0,20287.0,0.0,2.0
58319,20292.0,58318.0,0.0,3.0
58320,20289.0,20290.0,0.0,2.0
58321,20283.0,20284.0,0.0,2.0
58322,20282.0,20268.0,0.0,2.0
58323,20281.0,20280.0,0.0,2.0
58324,20278.0,57939.0,0.0,15.0
58325,20277.0,58324.0,0.0,16.0
58326,20273.0,55192.0,0.0,3.0
58327,20297.0,46672.0,0.0,2.0
58328,20272.0,20271.0,0.0,2.0
58329,20266.0,21142.0,0.0,2.0
58330,20261.0,58272.0,0.0,9.0
58331,20257.0,58163.0,0.0,5.0
58332,20254.0,20255.0,0.0,2.0
58333,20250.0,58053.0,0.0,9.0
58334,20247.0,58000.0,0.0,31.0
58335,20245.0,57905.0,0.0,11.0
58336,20244.0,58333.0,0.0,10.0
58337,20243.0,52853.0,0.0,5.0
58338,20267.0,58329.0,0.0,3.0
58339,20241.0,20240.0,0.0,2.0
58340,20298.0,53708.0,0.0,5.0
58341,20301.0,58340.0,0.0,6.0
58342,20382.0,58131.0,0.0,3.0
58343,20355.0,55925.0,0.0,3.0
58344,20350.0,56875.0,0.0,3.0
58345,20349.0,54721.0,0.0,9.0
58346,20348.0,58345.0,0.0,10.0
58347,20347.0,20346.0,0.0,2.0
58348,20344.0,20345.0,0.0,2.0
58349,20341.0,20340.0,0.0,2.0
58350,20335.0,57239.0,0.0,8.0
58351,20299.0,58341.0,0.0,7.0
58352,20334.0,57978.0,0.0,43.0
58353,20322.0,20321.0,0.0,2.0
58354,20317.0,20318.0,0.0,2.0
58355,20311.0,58103.0,0.0,39.0
58356,20310.0,20309.0,0.0,2.0
58357,20308.0,58122.0,0.0,45.0
58358,20307.0,58357.0,0.0,46.0
58359,20306.0,58351.0,0.0,8.0
58360,20305.0,58359.0,0.0,9.0
58361,20302.0,58360.0,0.0,10.0
58362,20330.0,20329.0,0.0,2.0
58363,20388.0,58342.0,0.0,4.0
58364,20238.0,20237.0,0.0,2.0
58365,20232.0,20233.0,0.0,2.0
58366,20166.0,58210.0,0.0,7.0
58367,20159.0,20158.0,0.0,2.0
58368,20147.0,58366.0,0.0,8.0
58369,20144.0,36779.0,0.0,2.0
58370,20138.0,54772.0,0.0,8.0
58371,20137.0,58370.0,0.0,9.0
58372,20136.0,58371.0,0.0,10.0
58373,20132.0,58124.0,0.0,4.0
58374,20131.0,58373.0,0.0,5.0
58375,20167.0,20155.0,0.0,2.0
58376,20130.0,20134.0,0.0,2.0
58377,20128.0,58374.0,0.0,6.0
58378,20125.0,58376.0,0.0,3.0
58379,20124.0,58377.0,0.0,7.0
58380,20118.0,20117.0,0.0,2.0
58381,20114.0,20113.0,0.0,2.0
58382,20108.0,58379.0,0.0,8.0
58383,20105.0,58125.0,0.0,3.0
58384,20103.0,20100.0,0.0,2.0
58385,20097.0,58383.0,0.0,4.0
58386,20129.0,57880.0,0.0,6.0
58387,20235.0,58350.0,0.0,9.0
58388,20168.0,58368.0,0.0,9.0
58389,20171.0,20180.0,0.0,2.0
58390,20230.0,46612.0,0.0,2.0
58391,20229.0,58346.0,0.0,11.0
58392,20228.0,58391.0,0.0,12.0
58393,20227.0,58336.0,0.0,11.0
58394,20226.0,56139.0,0.0,5.0
58395,20225.0,20224.0,0.0,2.0
58396,20221.0,58211.0,0.0,11.0
58397,20220.0,57865.0,0.0,20.0
58398,20219.0,56231.0,0.0,4.0
58399,20169.0,58388.0,0.0,10.0
58400,20217.0,20218.0,0.0,2.0
58401,20206.0,20205.0,0.0,2.0
58402,20204.0,20203.0,0.0,2.0
58403,20197.0,28737.0,0.0,2.0
58404,20196.0,58403.0,0.0,3.0
58405,20194.0,20200.0,0.0,2.0
58406,20192.0,20199.0,0.0,2.0
58407,20185.0,20163.0,0.0,2.0
58408,20181.0,58399.0,0.0,11.0
58409,20176.0,20177.0,0.0,2.0
58410,20216.0,58400.0,0.0,3.0
58411,20602.0,58316.0,0.0,3.0
58412,20398.0,20397.0,0.0,2.0
58413,20403.0,15780.0,0.0,2.0
58414,20550.0,20561.0,0.0,2.0
58415,20549.0,15983.0,0.0,2.0
58416,55356.0,57956.0,0.0,16.0
58417,20542.0,57946.0,0.0,18.0
58418,20541.0,58417.0,0.0,19.0
58419,20539.0,48125.0,0.0,2.0
58420,20537.0,36684.0,0.0,2.0
58421,20535.0,20536.0,0.0,2.0
58422,20534.0,20538.0,0.0,2.0
58423,20553.0,20554.0,0.0,2.0
58424,20532.0,20531.0,0.0,2.0
58425,20526.0,52463.0,0.0,4.0
58426,20523.0,20522.0,0.0,2.0
58427,20521.0,20520.0,0.0,2.0
58428,20517.0,20516.0,0.0,2.0
58429,20512.0,20560.0,0.0,2.0
58430,20511.0,57999.0,0.0,3.0
58431,20510.0,58430.0,0.0,4.0
58432,20509.0,58431.0,0.0,5.0
58433,20503.0,20504.0,0.0,2.0
58434,20528.0,20529.0,0.0,2.0
58435,20502.0,58355.0,0.0,40.0
58436,20556.0,20555.0,0.0,2.0
58437,20563.0,58317.0,0.0,48.0
58438,20600.0,20599.0,0.0,2.0
58439,20597.0,20582.0,0.0,2.0
58440,20596.0,58219.0,0.0,8.0
58441,20595.0,58440.0,0.0,9.0
58442,20592.0,10905.0,0.0,2.0
58443,20591.0,20590.0,0.0,2.0
58444,20588.0,20589.0,0.0,2.0
58445,20587.0,58439.0,0.0,3.0
58446,20584.0,58441.0,0.0,10.0
58447,20558.0,20559.0,0.0,2.0
58448,20583.0,58445.0,0.0,4.0
58449,20578.0,20577.0,0.0,2.0
58450,20576.0,58437.0,0.0,49.0
58451,20575.0,58096.0,0.0,8.0
58452,20573.0,56343.0,0.0,3.0
58453,20571.0,58450.0,0.0,50.0
58454,20570.0,58453.0,0.0,51.0
58455,20569.0,58284.0,0.0,18.0
58456,20567.0,1828.0,0.0,2.0
58457,20564.0,20565.0,0.0,2.0
58458,20580.0,20579.0,0.0,2.0
58459,20402.0,58413.0,0.0,3.0
58460,20501.0,20500.0,0.0,2.0
58461,20497.0,20498.0,0.0,2.0
58462,20447.0,58435.0,0.0,41.0
58463,20446.0,11240.0,0.0,2.0
58464,20444.0,46452.0,0.0,2.0
58465,20443.0,58464.0,0.0,3.0
58466,20441.0,20440.0,0.0,2.0
58467,20439.0,58352.0,0.0,44.0
58468,20436.0,56549.0,0.0,7.0
58469,20433.0,20434.0,0.0,2.0
58470,20430.0,58467.0,0.0,45.0
58471,20448.0,58462.0,0.0,42.0
58472,20429.0,20428.0,0.0,2.0
58473,20426.0,58442.0,0.0,3.0
58474,20425.0,58470.0,0.0,46.0
58475,20424.0,55908.0,0.0,12.0
58476,20423.0,46382.0,0.0,2.0
58477,20422.0,36671.0,0.0,2.0
58478,20419.0,58474.0,0.0,47.0
58479,20418.0,58478.0,0.0,48.0
58480,20417.0,46870.0,0.0,2.0
58481,20404.0,58459.0,0.0,4.0
58482,20427.0,53094.0,0.0,6.0
58483,20499.0,1996.0,0.0,2.0
58484,20449.0,20469.0,0.0,2.0
58485,20455.0,58055.0,0.0,5.0
58486,20496.0,20495.0,0.0,2.0
58487,20494.0,58432.0,0.0,6.0
58488,20491.0,58471.0,0.0,43.0
58489,20489.0,58483.0,0.0,3.0
58490,20488.0,20487.0,0.0,2.0
58491,20485.0,20484.0,0.0,2.0
58492,20482.0,20513.0,0.0,2.0
58493,20480.0,56125.0,0.0,14.0
58494,20479.0,58473.0,0.0,4.0
58495,20450.0,58454.0,0.0,52.0
58496,20478.0,58494.0,0.0,5.0
58497,20473.0,58488.0,0.0,44.0
58498,20468.0,58484.0,0.0,3.0
58499,20467.0,58497.0,0.0,45.0
58500,20465.0,57986.0,0.0,8.0
